MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,YearBuilt,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,HalfBath,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice,Age,RemodAge,DateSold,TotalBath
MiddleZone,21.0,1680,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,ExpensiveStyle,6,1971,CheapRoofStyle,ExpensiveExterior,BrkFace,381.0,TA,CheapFoundation,TA,No,Other,525,525,Others,Y,SBrkr,567,1092,1,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,88000,39,39,2010-03-01,1
ExpensiveZone,72.0,10007,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1959,CheapRoofStyle,MiddleExterior,BrkFace,54.0,Gd,CheapFoundation,TA,No,Other,247,1053,Ex,Y,SBrkr,0,1053,1,Gd,0,ExpensiveGarage,RFn,1,Y,0,0,CheapType,Others,145500,49,2,2008-08-01,2
ExpensiveZone,60.0,7200,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1931,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,776,776,Others,Y,SBrkr,651,1502,1,TA,1,ExpensiveGarage,RFn,1,Other,0,0,CheapType,Others,149000,77,8,2008-02-01,1
ExpensiveZone,78.0,17503,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,CheapStyle,6,1948,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,912,912,Others,Y,SBrkr,546,1458,0,TA,1,ExpensiveGarage,Unf,1,Y,192,0,CheapType,Others,97500,62,60,2010-01-01,1
ExpensiveZone,75.0,9937,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1964,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,849,1486,Ex,Y,SBrkr,0,1486,0,TA,0,CheapGarage,Fin,2,Y,0,0,CheapType,Others,167000,45,10,2009-03-01,2
ExpensiveZone,69.0,12384,Regular,ExpensiveConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1976,CheapRoofStyle,MiddleExterior,BrkFace,233.0,TA,CheapFoundation,Gd,No,Other,793,793,Others,Y,SBrkr,793,1935,1,TA,1,ExpensiveGarage,RFn,2,Y,0,113,CheapType,Others,197900,31,31,2007-11-01,2
ExpensiveZone,52.0,46589,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1994,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,528.0,Gd,ExpensiveFoundation,Gd,No,GLQ,88,1629,Ex,Y,SBrkr,762,2448,1,Gd,1,ExpensiveGarage,RFn,3,Y,517,76,CheapType,Others,402000,15,4,2009-07-01,3
ExpensiveZone,120.0,13560,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1968,ExpensiveRoofStyle,CheapExterior,BrkFace,216.0,TA,CheapFoundation,TA,No,Other,1392,1392,Others,Y,SBrkr,0,1392,0,TA,2,ExpensiveGarage,RFn,2,Y,0,0,CheapType,Others,110000,41,41,2009-07-01,2
ExpensiveZone,90.0,10012,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,4,1972,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,Yes,Other,38,1138,Others,Y,SBrkr,0,1181,0,TA,0,CheapGarage,RFn,2,Y,0,0,CheapType,Others,137500,36,36,2008-04-01,3
ExpensiveZone,49.0,20896,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2005,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Ex,Yes,GLQ,356,2077,Ex,Y,SBrkr,0,2097,1,Ex,1,ExpensiveGarage,Fin,3,Y,192,267,ExpensiveType,Partial,423000,1,0,2006-01-01,2
ExpensiveZone,106.0,11194,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2000,CheapRoofStyle,ExpensiveExterior,BrkFace,40.0,Gd,ExpensiveFoundation,Gd,No,Other,1406,1406,Ex,Y,SBrkr,482,1936,1,Gd,1,ExpensiveGarage,RFn,2,Y,188,124,CheapType,Others,230500,6,6,2006-11-01,2
ExpensiveZone,69.0,18450,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1965,ExpensiveRoofStyle,MiddleExterior,None,113.0,TA,CheapFoundation,Gd,No,Other,111,1021,Others,Y,SBrkr,915,2380,1,TA,1,CheapGarage,Unf,2,Y,0,265,CheapType,Others,129000,42,28,2007-08-01,2
ExpensiveZone,65.0,8125,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1994,CheapRoofStyle,MiddleExterior,BrkFace,258.0,TA,ExpensiveFoundation,Gd,No,GLQ,270,1408,Ex,Y,SBrkr,0,1679,0,Gd,1,ExpensiveGarage,RFn,2,Y,224,42,CheapType,Others,193500,14,10,2008-10-01,3
ExpensiveZone,69.0,14175,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1956,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,200,1188,Others,Y,SBrkr,0,1437,1,TA,1,CheapGarage,Unf,2,Y,304,0,CheapType,Others,168000,50,19,2006-11-01,2
ExpensiveZone,80.0,11600,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1922,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,700,700,Ex,Y,SBrkr,0,1180,0,Fa,1,CheapGarage,Unf,1,Y,0,0,CheapType,Others,137500,84,56,2006-07-01,1
ExpensiveZone,64.0,8633,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,2005,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,545,738,Ex,Y,SBrkr,738,1476,1,Gd,0,ExpensiveGarage,Fin,2,Y,100,35,CheapType,Others,173500,4,4,2009-02-01,3
MiddleZone,54.0,6629,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,ExpensiveStyle,6,1925,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,121,672,Others,N,SBrkr,672,1369,0,TA,0,CheapGarage,Unf,1,Y,147,0,CheapType,Others,103600,84,59,2009-07-01,3
ExpensiveZone,69.0,11250,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1977,CheapRoofStyle,MiddleExterior,None,0.0,Gd,CheapFoundation,Gd,No,Other,441,1208,Others,Y,SBrkr,0,1208,1,TA,1,ExpensiveGarage,RFn,2,Y,198,42,CheapType,Others,165000,29,29,2006-06-01,2
ExpensiveZone,110.0,14442,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1957,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,106.0,TA,ExpensiveFoundation,TA,No,GLQ,291,1477,Ex,Y,SBrkr,0,1839,0,Gd,2,ExpensiveGarage,Fin,2,Y,0,87,CheapType,Others,257500,50,3,2007-06-01,3
ExpensiveZone,80.0,9200,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1965,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,244,1136,Others,Y,SBrkr,0,1136,0,TA,1,ExpensiveGarage,RFn,1,Y,426,0,CheapType,Others,140000,43,43,2008-07-01,2
ExpensiveZone,24.0,2289,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,ExpensiveStyle,6,1978,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,544,855,Others,Y,SBrkr,586,1441,1,TA,1,ExpensiveGarage,Unf,2,Y,28,0,CheapType,Others,148500,31,31,2009-04-01,2
MiddleZone,60.0,9600,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,4,1900,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1095,1095,Others,N,SBrkr,679,1774,0,TA,0,CheapGarage,Unf,3,Other,0,0,CheapType,Others,87000,106,56,2006-05-01,3
ExpensiveZone,52.0,9022,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1924,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,CheapFoundation,TA,No,Other,768,768,Ex,Y,SBrkr,0,792,0,Gd,0,CheapGarage,Unf,1,Other,316,0,CheapType,Others,109500,85,3,2009-05-01,1
ExpensiveZone,80.0,11844,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2008,ExpensiveRoofStyle,ExpensiveExterior,Stone,464.0,Gd,ExpensiveFoundation,Ex,Yes,Other,2046,2046,Ex,Y,SBrkr,0,2046,1,Gd,1,ExpensiveGarage,Fin,3,Y,322,82,ExpensiveType,Partial,372500,1,1,2009-07-01,2
ExpensiveZone,69.0,9945,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1961,ExpensiveRoofStyle,CheapExterior,BrkFace,57.0,TA,CheapFoundation,TA,No,Other,161,988,Others,Y,SBrkr,0,988,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,128500,46,46,2007-10-01,2
ExpensiveZone,50.0,8012,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1980,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,261,923,Others,Y,SBrkr,0,923,0,TA,1,ExpensiveGarage,RFn,1,Y,80,0,CheapType,Others,143000,30,30,2010-05-01,2
MiddleZone,55.0,4500,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1932,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,611,793,Ex,Y,SBrkr,672,1520,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,159434,77,9,2009-07-01,1
ExpensiveZone,69.0,2887,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1996,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,Gd,Yes,GLQ,288,1291,Ex,Y,SBrkr,0,1291,0,Gd,1,ExpensiveGarage,Unf,2,Y,307,0,CheapType,Others,173000,12,11,2008-11-01,2
ExpensiveZone,90.0,11248,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,9,2002,ExpensiveRoofStyle,ExpensiveExterior,Stone,215.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,567,1626,Ex,Y,SBrkr,0,1668,0,Gd,1,ExpensiveGarage,Fin,3,Y,257,45,CheapType,Others,285000,5,5,2007-07-01,3
ExpensiveZone,58.0,16770,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1998,CheapRoofStyle,ExpensiveExterior,BrkFace,30.0,Gd,ExpensiveFoundation,Gd,No,Other,1195,1195,Others,Y,SBrkr,644,1839,1,TA,0,ExpensiveGarage,Fin,2,Y,0,81,CheapType,Others,221000,12,12,2010-06-01,2
ExpensiveZone,69.0,5062,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1984,CheapRoofStyle,MiddleExterior,None,0.0,Gd,CheapFoundation,Gd,Yes,GLQ,180,1190,Others,Y,SBrkr,900,2090,0,Gd,1,ExpensiveGarage,Fin,2,Y,219,0,CheapType,Others,207500,23,23,2007-09-01,3
ExpensiveZone,84.0,10207,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2007,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,874,874,Ex,Y,SBrkr,887,1761,0,Gd,0,ExpensiveGarage,Fin,2,Y,144,105,ExpensiveType,Partial,227875,0,0,2007-08-01,3
ExpensiveZone,69.0,5105,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2004,CheapRoofStyle,CheapExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,312,551,Ex,Y,SBrkr,551,1102,1,Gd,0,CheapGarage,Unf,2,Y,0,60,CheapType,Others,148800,3,3,2007-03-01,2
ExpensiveZone,60.0,8089,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2007,CheapRoofStyle,CheapExterior,BrkFace,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,474,1419,Ex,Y,SBrkr,0,1419,0,Gd,1,ExpensiveGarage,RFn,2,Y,140,0,ExpensiveType,Partial,392000,0,0,2007-10-01,3
ExpensiveZone,61.0,7577,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,2005,CheapRoofStyle,ExpensiveExterior,Stone,256.0,Gd,ExpensiveFoundation,Gd,Yes,Other,1342,1362,Ex,Y,SBrkr,0,1362,0,Gd,1,ExpensiveGarage,RFn,2,Y,192,28,CheapType,Others,194700,2,1,2007-06-01,2
MiddleZone,69.0,4426,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,2004,CheapRoofStyle,ExpensiveExterior,BrkFace,147.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,151,848,Ex,Y,SBrkr,0,848,0,Gd,1,ExpensiveGarage,RFn,2,Y,149,0,CheapType,Others,141000,4,4,2008-05-01,2
ExpensiveZone,104.0,21535,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,10,1994,CheapRoofStyle,MiddleExterior,BrkFace,1170.0,Ex,ExpensiveFoundation,Ex,Yes,GLQ,989,2444,Ex,Y,SBrkr,1872,4316,1,Ex,2,ExpensiveGarage,Fin,3,Y,382,50,CheapType,Others,755000,13,12,2007-01-01,3
ExpensiveZone,42.0,26178,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1989,ExpensiveRoofStyle,CheapExterior,BrkFace,293.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,245,1210,Ex,Y,SBrkr,1281,2519,1,Gd,2,ExpensiveGarage,RFn,2,Y,320,27,CheapType,Others,335000,17,16,2006-04-01,3
ExpensiveZone,60.0,5400,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1921,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1073,1073,Ex,Y,SBrkr,0,1073,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,108480,85,38,2006-12-01,1
MiddleZone,51.0,6120,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1936,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,927,927,Others,Y,SBrkr,472,1539,1,TA,0,CheapGarage,Unf,2,Y,112,0,CheapType,Others,141500,73,59,2009-04-01,1
ExpensiveZone,54.0,13811,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1987,CheapRoofStyle,MiddleExterior,BrkFace,72.0,TA,CheapFoundation,Gd,No,GLQ,92,1112,Others,Y,SBrkr,0,1137,0,Gd,1,ExpensiveGarage,Unf,2,Y,125,0,CheapType,Others,176000,19,19,2006-07-01,3
MiddleZone,50.0,6000,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1921,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,0,616,Others,Y,SBrkr,0,616,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,89000,85,56,2006-06-01,1
ExpensiveZone,57.0,6420,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1952,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,Ex,Yes,Other,219,980,Others,Y,Other,0,1148,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,123500,54,54,2006-09-01,1
ExpensiveZone,65.0,8450,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,MiddleStyle,5,1965,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,GLQ,224,894,Ex,Y,SBrkr,0,894,0,TA,1,CheapGarage,Unf,1,Y,416,144,CheapType,Others,138500,45,1,2010-04-01,2
ExpensiveZone,59.0,4282,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2004,CheapRoofStyle,CheapExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,1375,1391,Ex,Y,SBrkr,0,1391,0,Gd,0,ExpensiveGarage,RFn,2,Y,156,158,CheapType,Others,196000,4,4,2008-07-01,2
ExpensiveZone,85.0,14331,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2002,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,630.0,Gd,ExpensiveFoundation,Ex,Yes,GLQ,526,1800,Ex,Y,SBrkr,0,1800,0,Gd,1,ExpensiveGarage,Fin,3,Y,270,78,CheapType,Others,312500,4,4,2006-05-01,3
ExpensiveZone,80.0,9600,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1969,ExpensiveRoofStyle,MiddleExterior,BrkFace,168.0,TA,CheapFoundation,TA,No,Other,1164,1164,Others,Y,SBrkr,0,1164,1,TA,0,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,140000,37,37,2006-07-01,1
ExpensiveZone,82.0,12438,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2006,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,466.0,Ex,ExpensiveFoundation,Ex,No,Other,1234,1234,Ex,Y,SBrkr,1312,2576,1,Ex,1,ExpensiveGarage,Fin,3,Y,324,100,ExpensiveType,Partial,361919,0,0,2006-07-01,2
MiddleZone,76.0,7630,Regular,CheapConfig,CheapNeighborhood,CheapCondition,CheapType,ExpensiveStyle,5,1900,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,360,360,Others,Y,SBrkr,780,1812,0,Gd,1,CheapGarage,Unf,2,Other,344,0,CheapType,Others,140000,110,14,2010-05-01,2
ExpensiveZone,70.0,8400,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2004,CheapRoofStyle,ExpensiveExterior,BrkFace,109.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,761,1473,Ex,Y,SBrkr,0,1484,0,Gd,0,ExpensiveGarage,RFn,2,Y,0,35,CheapType,Others,213000,6,5,2010-05-01,3
MiddleZone,70.0,5600,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,ExpensiveStyle,4,1930,ExpensiveRoofStyle,MiddleExterior,None,0.0,Fa,CheapFoundation,TA,Yes,Other,0,0,Others,N,SBrkr,720,1092,0,Fa,0,CheapGarage,NoGarage,0,Other,0,0,CheapType,Others,55000,80,60,2010-07-01,2
ExpensiveZone,69.0,115149,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1971,CheapRoofStyle,MiddleExterior,Stone,351.0,TA,CheapFoundation,Gd,Yes,GLQ,424,1643,Others,Y,SBrkr,0,1824,0,Gd,2,ExpensiveGarage,Unf,2,Y,380,48,CheapType,Others,302000,36,5,2007-06-01,3
ExpensiveZone,48.0,6240,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2006,ExpensiveRoofStyle,CheapExterior,BrkFace,176.0,Gd,ExpensiveFoundation,Gd,No,GLQ,461,1324,Ex,Y,SBrkr,0,1324,0,Gd,1,ExpensiveGarage,Fin,2,Y,192,38,CheapType,Others,254000,3,3,2009-12-01,3
ExpensiveZone,65.0,9018,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2007,ExpensiveRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,Other,728,728,Ex,Y,SBrkr,728,1456,1,Gd,1,ExpensiveGarage,Fin,2,Y,100,24,ExpensiveType,Partial,179540,0,0,2007-07-01,2
ExpensiveZone,69.0,7162,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1966,CheapRoofStyle,MiddleExterior,None,41.0,TA,ExpensiveFoundation,TA,No,Other,876,876,Others,Y,SBrkr,0,904,0,TA,0,ExpensiveGarage,Unf,1,Y,0,0,CheapType,Others,109900,42,42,2008-12-01,1
ExpensiveZone,56.0,4130,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,3,1935,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,CheapFoundation,TA,No,Other,270,270,Others,Y,SBrkr,0,729,0,TA,0,CheapGarage,NoGarage,0,Other,0,0,CheapType,Others,52000,73,5,2008-07-01,1
CheapZone,66.0,8712,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,4,1900,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,Yes,Other,859,859,Others,Y,SBrkr,319,1178,0,TA,0,CheapGarage,RFn,1,Other,68,0,CheapType,Others,102776,110,60,2010-01-01,1
ExpensiveZone,40.0,4671,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,1988,CheapRoofStyle,MiddleExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,461,1228,Others,Y,SBrkr,0,1228,0,Gd,1,ExpensiveGarage,Fin,2,Y,168,120,CheapType,Others,189000,20,19,2008-10-01,3
ExpensiveZone,60.0,9873,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,MiddleStyle,4,1970,CheapRoofStyle,MiddleExterior,BrkFace,160.0,TA,CheapFoundation,TA,Yes,Other,171,960,Others,N,SBrkr,0,960,0,TA,0,CheapGarage,Unf,2,Y,0,288,CheapType,Others,129000,36,36,2006-05-01,2
ExpensiveZone,69.0,13517,Irregular,ExpensiveConfig,CheapNeighborhood,CheapCondition,ExpensiveType,ExpensiveStyle,6,1976,CheapRoofStyle,MiddleExterior,BrkFace,289.0,Gd,CheapFoundation,TA,No,GLQ,192,725,Ex,Y,SBrkr,754,1479,1,Gd,0,ExpensiveGarage,RFn,2,Y,0,44,CheapType,Others,130500,34,5,2010-03-01,2
ExpensiveZone,78.0,10140,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1974,ExpensiveRoofStyle,MiddleExterior,BrkFace,174.0,TA,CheapFoundation,Gd,No,Other,1064,1064,Others,Y,SBrkr,0,1350,0,TA,1,ExpensiveGarage,RFn,2,Y,0,0,CheapType,Others,165000,35,35,2009-08-01,2
MiddleZone,60.0,10800,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1890,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,718,718,Ex,Y,SBrkr,978,2554,1,TA,0,CheapGarage,Unf,2,Other,0,48,CheapType,Others,159500,117,9,2007-07-01,1
ExpensiveZone,80.0,10000,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1973,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,92,1176,Others,Y,SBrkr,0,1178,1,Gd,1,ExpensiveGarage,Unf,2,Y,224,0,CheapType,Others,157000,35,8,2008-11-01,1
ExpensiveZone,96.0,10542,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1993,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,651.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,138,1311,Ex,Y,SBrkr,1093,2418,1,Gd,1,ExpensiveGarage,RFn,3,Y,250,154,CheapType,Others,341000,15,14,2008-08-01,3
ExpensiveZone,69.0,9920,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1969,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,Yes,Other,448,971,Others,Y,SBrkr,0,971,1,TA,1,ExpensiveGarage,Unf,1,Y,0,0,CheapType,Others,128500,37,37,2006-05-01,1
ExpensiveZone,69.0,6563,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,1985,CheapRoofStyle,MiddleExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,594,1742,Others,Y,SBrkr,0,1742,0,Gd,1,ExpensiveGarage,RFn,2,Y,114,28,CheapType,Others,275000,21,21,2006-12-01,3
MiddleZone,69.0,4426,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,2004,CheapRoofStyle,ExpensiveExterior,BrkFace,169.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,186,848,Ex,Y,SBrkr,0,848,0,Gd,0,ExpensiveGarage,RFn,2,Y,160,0,CheapType,Others,143000,6,6,2010-05-01,2
ExpensiveZone,70.0,8120,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1970,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,673,864,Ex,Y,SBrkr,0,864,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,124500,39,39,2009-07-01,1
ExpensiveZone,60.0,8172,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,4,1954,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,941,941,Ex,Y,SBrkr,473,1470,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,135000,54,36,2008-05-01,2
ExpensiveZone,86.0,13286,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,9,2007,ExpensiveRoofStyle,ExpensiveExterior,Stone,340.0,Ex,ExpensiveFoundation,Ex,No,GLQ,464,1698,Ex,Y,SBrkr,0,1698,0,Ex,1,ExpensiveGarage,Fin,3,Y,327,64,CheapType,Others,320000,2,1,2009-02-01,3
